Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
-2.12E-04,690.04,,
-1.35E-03,690.05,,
7.00E-05,690.06,,
-4.06E-05,690.07,,
-1.29E-03,690.08,,
-8.15E-04,690.09,,
-8.15E-04,690.1,,
-5.17E-04,690.11,,
4.31E-04,690.12,,
8.97E-04,690.13,,
-1.71E-04,690.14,,
-1.76E-04,690.15,,
-5.41E-05,690.16,,
3.08E-04,690.17,,
-2.24E-04,690.18,,
-9.67E-04,690.19,,
6.93E-04,690.2,,
8.16E-05,690.21,,
-3.52E-04,690.22,,
4.41E-04,690.23,,
1.62E-03,690.24,,
5.02E-04,690.25,,
-7.15E-04,690.26,,
-2.44E-04,690.27,,
-7.90E-04,690.28,,
-3.31E-04,690.29,,
-1.79E-04,690.3,,
7.07E-04,690.31,,
7.72E-04,690.32,,
3.64E-04,690.33,,
-3.97E-04,690.34,,
-1.20E-04,690.35,,
5.44E-04,690.36,,
-4.24E-04,690.37,,
1.81E-04,690.38,,
-5.82E-04,690.39,,
-2.89E-04,690.4,,
2.78E-03,690.41,,
1.76E-03,690.42,,
1.05E-03,690.43,,
1.12E-04,690.44,,
1.10E-03,690.45,,
1.23E-03,690.46,,
7.98E-04,690.47,,
1.69E-03,690.48,,
5.95E-04,690.49,,
-4.01E-06,690.5,,
-3.88E-04,690.51,,
-8.20E-06,690.52,,
1.09E-03,690.53,,
-3.51E-04,690.54,,
2.72E-04,690.55,,
1.04E-03,690.56,,
1.10E-03,690.57,,
-1.12E-03,690.58,,
-1.78E-03,690.59,,
3.32E-04,690.6,,
4.24E-04,690.61,,
1.38E-04,690.62,,
7.64E-04,690.63,,
5.50E-04,690.64,,
-1.06E-03,690.65,,
6.02E-06,690.66,,
4.01E-04,690.67,,
4.95E-04,690.68,,
-7.06E-04,690.69,,
-1.84E-03,690.7,,
-6.20E-04,690.71,,
-4.64E-04,690.72,,
2.33E-04,690.73,,
-2.97E-04,690.74,,
-9.62E-04,690.75,,
-6.86E-04,690.76,,
-4.99E-04,690.77,,
3.88E-04,690.78,,
1.23E-04,690.79,,
7.20E-04,690.8,,
-2.88E-04,690.81,,
-7.27E-04,690.82,,
1.45E-04,690.83,,
9.68E-04,690.84,,
1.28E-03,690.85,,
8.24E-04,690.86,,
-9.07E-04,690.87,,
-6.71E-04,690.88,,
-2.29E-04,690.89,,
-9.55E-04,690.9,,
1.75E-04,690.91,,
-1.42E-04,690.92,,
3.76E-04,690.93,,
1.59E-03,690.94,,
5.24E-04,690.95,,
-6.93E-04,690.96,,
1.00E-03,690.97,,
1.71E-03,690.98,,
-4.43E-04,690.99,,
1.40E-04,691,,
-9.92E-05,691.01,,
-1.20E-04,691.02,,
-7.18E-04,691.03,,
3.34E-04,691.04,,
1.35E-03,691.05,,
-6.85E-04,691.06,,
-9.59E-04,691.07,,
9.83E-05,691.08,,
-6.47E-04,691.09,,
-6.56E-04,691.1,,
-1.93E-03,691.11,,
-5.87E-04,691.12,,
1.95E-04,691.13,,
-4.18E-04,691.14,,
-7.49E-04,691.15,,
-3.05E-04,691.16,,
1.41E-03,691.17,,
1.55E-03,691.18,,
1.17E-03,691.19,,
7.07E-04,691.2,,
-8.66E-04,691.21,,
-3.08E-03,691.22,,
-8.68E-04,691.23,,
8.27E-04,691.24,,
-1.28E-04,691.25,,
-5.31E-04,691.26,,
-1.65E-03,691.27,,
-7.94E-04,691.28,,
-1.22E-03,691.29,,
-1.76E-03,691.3,,
-2.64E-04,691.31,,
-7.45E-04,691.32,,
-5.46E-04,691.33,,
-2.46E-04,691.34,,
-7.57E-04,691.35,,
3.59E-04,691.36,,
-4.18E-04,691.37,,
-1.29E-04,691.38,,
-1.43E-03,691.39,,
-1.10E-03,691.4,,
-5.88E-04,691.41,,
-8.87E-04,691.42,,
-9.18E-04,691.43,,
-6.19E-04,691.44,,
-7.03E-04,691.45,,
-7.47E-04,691.46,,
-2.67E-04,691.47,,
1.12E-03,691.48,,
-5.73E-04,691.49,,
-8.43E-04,691.5,,
4.02E-04,691.51,,
-2.19E-04,691.52,,
-6.91E-04,691.53,,
-1.83E-04,691.54,,
6.11E-04,691.55,,
-8.26E-04,691.56,,
5.73E-04,691.57,,
1.08E-03,691.58,,
-8.87E-06,691.59,,
-5.02E-04,691.6,,
-2.80E-04,691.61,,
2.59E-05,691.62,,
6.01E-04,691.63,,
1.04E-03,691.64,,
7.44E-05,691.65,,
6.71E-04,691.66,,
7.89E-04,691.67,,
2.04E-04,691.68,,
6.66E-04,691.69,,
8.19E-05,691.7,,
-3.85E-05,691.71,,
1.26E-03,691.72,,
6.32E-04,691.73,,
-1.89E-04,691.74,,
-1.01E-05,691.75,,
-7.96E-04,691.76,,
-1.18E-03,691.77,,
-2.96E-04,691.78,,
2.84E-04,691.79,,
8.53E-04,691.8,,
-5.79E-04,691.81,,
-2.74E-05,691.82,,
7.92E-04,691.83,,
-1.22E-04,691.84,,
7.69E-06,691.85,,
5.03E-05,691.86,,
-1.08E-03,691.87,,
-1.14E-03,691.88,,
1.97E-04,691.89,,
6.33E-04,691.9,,
-3.91E-04,691.91,,
1.16E-03,691.92,,
-4.99E-04,691.93,,
1.26E-04,691.94,,
4.76E-04,691.95,,
3.63E-04,691.96,,
1.11E-03,691.97,,
1.35E-04,691.98,,
-1.14E-03,691.99,,
2.74E-04,692,,
4.88E-04,692.01,,
-8.01E-04,692.02,,
-3.97E-04,692.03,,
1.04E-03,692.04,,
8.59E-04,692.05,,
-2.08E-04,692.06,,
1.38E-03,692.07,,
4.64E-05,692.08,,
2.35E-04,692.09,,
2.06E-04,692.1,,
-1.43E-04,692.11,,
5.68E-04,692.12,,
-7.96E-04,692.13,,
-1.24E-03,692.14,,
-3.43E-04,692.15,,
9.50E-05,692.16,,
4.89E-04,692.17,,
-9.63E-04,692.18,,
-4.06E-04,692.19,,
9.13E-04,692.2,,
1.20E-03,692.21,,
1.07E-03,692.22,,
-1.05E-03,692.23,,
1.04E-04,692.24,,
3.34E-04,692.25,,
-2.43E-04,692.26,,
1.17E-04,692.27,,
2.15E-04,692.28,,
2.00E-05,692.29,,
4.37E-04,692.3,,
-1.03E-03,692.31,,
-7.33E-04,692.32,,
1.07E-04,692.33,,
1.50E-03,692.34,,
1.25E-03,692.35,,
2.04E-04,692.36,,
-1.64E-03,692.37,,
-2.03E-03,692.38,,
-1.43E-03,692.39,,
8.21E-04,692.4,,
1.42E-04,692.41,,
-9.97E-04,692.42,,
-3.55E-04,692.43,,
-7.34E-04,692.44,,
3.89E-04,692.45,,
-6.57E-04,692.46,,
-1.20E-03,692.47,,
-6.43E-04,692.48,,
-1.00E-03,692.49,,
-1.58E-04,692.5,,
-2.27E-04,692.51,,
-8.27E-04,692.52,,
1.35E-03,692.53,,
1.44E-03,692.54,,
8.08E-04,692.55,,
3.66E-04,692.56,,
1.06E-03,692.57,,
3.11E-04,692.58,,
-1.69E-04,692.59,,
6.44E-04,692.6,,
4.08E-04,692.61,,
-7.50E-04,692.62,,
-6.72E-04,692.63,,
-5.42E-04,692.64,,
-1.36E-03,692.65,,
-1.01E-03,692.66,,
1.64E-04,692.67,,
3.48E-04,692.68,,
9.12E-04,692.69,,
1.82E-03,692.7,,
1.05E-03,692.71,,
3.23E-04,692.72,,
-3.49E-04,692.73,,
-1.88E-03,692.74,,
-1.12E-03,692.75,,
4.49E-04,692.76,,
-1.23E-03,692.77,,
-8.97E-04,692.78,,
4.86E-04,692.79,,
-2.71E-05,692.8,,
9.88E-05,692.81,,
2.96E-04,692.82,,
5.55E-04,692.83,,
6.66E-04,692.84,,
-6.38E-05,692.85,,
-5.76E-04,692.86,,
-4.08E-04,692.87,,
1.34E-04,692.88,,
-1.63E-04,692.89,,
1.39E-03,692.9,,
3.19E-04,692.91,,
9.14E-05,692.92,,
-3.19E-04,692.93,,
-1.21E-04,692.94,,
7.05E-04,692.95,,
-1.97E-04,692.96,,
1.05E-05,692.97,,
-7.79E-04,692.98,,
-1.91E-04,692.99,,
-4.27E-04,693,,
-7.06E-04,693.01,,
2.84E-04,693.02,,
-4.01E-04,693.03,,
2.81E-05,693.04,,
-3.12E-04,693.05,,
5.06E-04,693.06,,
3.77E-04,693.07,,
-6.14E-04,693.08,,
-1.59E-03,693.09,,
-1.88E-03,693.1,,
-1.22E-03,693.11,,
7.47E-04,693.12,,
3.35E-04,693.13,,
1.65E-04,693.14,,
-2.45E-04,693.15,,
1.77E-03,693.16,,
-2.00E-04,693.17,,
5.52E-04,693.18,,
3.46E-04,693.19,,
-4.55E-04,693.2,,
5.64E-05,693.21,,
4.82E-05,693.22,,
-1.44E-03,693.23,,
-3.61E-04,693.24,,
-4.85E-04,693.25,,
-7.36E-04,693.26,,
-3.18E-04,693.27,,
6.72E-04,693.28,,
1.55E-04,693.29,,
-1.11E-03,693.3,,
-1.17E-03,693.31,,
1.66E-04,693.32,,
-5.54E-04,693.33,,
7.01E-04,693.34,,
7.94E-04,693.35,,
2.48E-04,693.36,,
-2.68E-04,693.37,,
-5.27E-04,693.38,,
-2.00E-04,693.39,,
5.10E-05,693.4,,
1.05E-03,693.41,,
7.00E-04,693.42,,
1.01E-03,693.43,,
5.46E-04,693.44,,
4.21E-04,693.45,,
1.50E-03,693.46,,
-1.87E-05,693.47,,
4.27E-05,693.48,,
1.42E-03,693.49,,
-2.73E-05,693.5,,
-8.40E-04,693.51,,
-5.97E-04,693.52,,
4.49E-05,693.53,,
4.88E-04,693.54,,
2.80E-05,693.55,,
-5.51E-04,693.56,,
-6.97E-04,693.57,,
-1.13E-03,693.58,,
-6.17E-04,693.59,,
8.61E-05,693.6,,
3.76E-04,693.61,,
-1.08E-03,693.62,,
4.04E-04,693.63,,
-3.66E-04,693.64,,
-1.51E-03,693.65,,
-3.77E-04,693.66,,
-4.89E-04,693.67,,
5.23E-04,693.68,,
3.97E-04,693.69,,
4.56E-04,693.7,,
-1.95E-04,693.71,,
-2.67E-04,693.72,,
-7.52E-04,693.73,,
-2.01E-04,693.74,,
1.15E-03,693.75,,
8.57E-04,693.76,,
3.99E-04,693.77,,
-1.33E-03,693.78,,
1.64E-04,693.79,,
9.85E-04,693.8,,
-1.53E-04,693.81,,
9.95E-04,693.82,,
4.74E-04,693.83,,
2.27E-04,693.84,,
1.06E-03,693.85,,
7.97E-04,693.86,,
-4.21E-04,693.87,,
-1.03E-03,693.88,,
-3.83E-04,693.89,,
1.30E-04,693.9,,
-5.35E-04,693.91,,
-1.28E-03,693.92,,
-1.46E-03,693.93,,
-1.97E-04,693.94,,
1.69E-04,693.95,,
-9.31E-05,693.96,,
4.61E-04,693.97,,
-1.41E-04,693.98,,
9.55E-05,693.99,,
1.17E-03,694,,
2.82E-04,694.01,,
-1.95E-04,694.02,,
-1.44E-04,694.03,,
-5.25E-05,694.04,,
8.07E-04,694.05,,
3.95E-04,694.06,,
3.88E-04,694.07,,
7.95E-04,694.08,,
-3.71E-04,694.09,,
2.76E-04,694.1,,
-7.44E-04,694.11,,
-8.55E-04,694.12,,
9.03E-05,694.13,,
-4.32E-04,694.14,,
8.36E-04,694.15,,
5.85E-04,694.16,,
6.66E-04,694.17,,
-5.14E-04,694.18,,
-1.26E-03,694.19,,
4.99E-04,694.2,,
6.14E-04,694.21,,
-1.49E-04,694.22,,
-1.64E-04,694.23,,
-9.62E-04,694.24,,
4.96E-04,694.25,,
1.97E-04,694.26,,
4.31E-04,694.27,,
-2.69E-04,694.28,,
1.03E-03,694.29,,
5.37E-04,694.3,,
-1.03E-03,694.31,,
8.36E-04,694.32,,
4.16E-04,694.33,,
6.39E-04,694.34,,
2.55E-04,694.35,,
-9.05E-04,694.36,,
1.26E-03,694.37,,
1.40E-03,694.38,,
-7.11E-05,694.39,,
1.32E-03,694.4,,
6.11E-04,694.41,,
-6.53E-04,694.42,,
-1.44E-04,694.43,,
4.05E-04,694.44,,
1.84E-03,694.45,,
6.84E-04,694.46,,
1.55E-03,694.47,,
1.40E-03,694.48,,
2.89E-04,694.49,,
2.62E-04,694.5,,
1.87E-04,694.51,,
3.02E-04,694.52,,
1.48E-03,694.53,,
5.59E-04,694.54,,
3.70E-04,694.55,,
1.41E-03,694.56,,
4.25E-04,694.57,,
4.92E-04,694.58,,
5.76E-04,694.59,,
3.20E-04,694.6,,
-8.42E-04,694.61,,
-1.10E-03,694.62,,
6.05E-04,694.63,,
4.95E-04,694.64,,
-3.38E-04,694.65,,
9.20E-04,694.66,,
-5.13E-04,694.67,,
-1.00E-03,694.68,,
-3.55E-04,694.69,,
-2.32E-05,694.7,,
3.28E-04,694.71,,
2.93E-04,694.72,,
-3.98E-04,694.73,,
1.04E-03,694.74,,
-7.18E-04,694.75,,
-5.37E-04,694.76,,
2.79E-04,694.77,,
8.13E-04,694.78,,
6.66E-04,694.79,,
1.30E-04,694.8,,
8.26E-04,694.81,,
2.31E-03,694.82,,
6.76E-04,694.83,,
5.50E-05,694.84,,
4.37E-04,694.85,,
-4.32E-05,694.86,,
2.83E-04,694.87,,
1.08E-03,694.88,,
1.16E-03,694.89,,
6.55E-04,694.9,,
-1.68E-05,694.91,,
-1.03E-03,694.92,,
2.44E-04,694.93,,
-2.20E-04,694.94,,
-1.78E-03,694.95,,
8.08E-04,694.96,,
-2.21E-04,694.97,,
-5.57E-05,694.98,,
6.92E-04,694.99,,
7.12E-04,695,,
-1.83E-04,695.01,,
1.66E-04,695.02,,
1.20E-03,695.03,,
4.40E-04,695.04,,
-7.87E-04,695.05,,
-2.04E-04,695.06,,
8.68E-04,695.07,,
-7.14E-05,695.08,,
-2.17E-04,695.09,,
-4.41E-04,695.1,,
3.06E-04,695.11,,
1.40E-03,695.12,,
1.38E-04,695.13,,
1.41E-03,695.14,,
7.08E-04,695.15,,
-3.04E-04,695.16,,
3.43E-04,695.17,,
-1.02E-03,695.18,,
5.99E-04,695.19,,
-8.52E-04,695.2,,
-2.50E-04,695.21,,
-2.18E-04,695.22,,
-8.30E-04,695.23,,
4.24E-04,695.24,,
-4.89E-04,695.25,,
-8.59E-04,695.26,,
-5.23E-05,695.27,,
5.65E-05,695.28,,
6.34E-04,695.29,,
-5.02E-04,695.3,,
-6.08E-04,695.31,,
1.96E-04,695.32,,
-2.12E-05,695.33,,
-6.13E-04,695.34,,
-1.54E-03,695.35,,
7.74E-04,695.36,,
5.71E-04,695.37,,
1.56E-04,695.38,,
4.86E-04,695.39,,
-1.72E-03,695.4,,
-1.17E-03,695.41,,
5.19E-04,695.42,,
-1.93E-04,695.43,,
-1.06E-03,695.44,,
-3.66E-04,695.45,,
-2.71E-04,695.46,,
-1.19E-03,695.47,,
-3.47E-04,695.48,,
-3.47E-05,695.49,,
6.43E-04,695.5,,
6.98E-05,695.51,,
-6.59E-04,695.52,,
-4.32E-04,695.53,,
9.20E-04,695.54,,
-8.83E-04,695.55,,
-4.86E-04,695.56,,
2.10E-03,695.57,,
6.60E-04,695.58,,
1.38E-03,695.59,,
9.31E-04,695.6,,
6.54E-04,695.61,,
-9.59E-04,695.62,,
-6.66E-04,695.63,,
-1.19E-05,695.64,,
4.52E-04,695.65,,
1.11E-03,695.66,,
-6.73E-04,695.67,,
-2.09E-04,695.68,,
4.31E-04,695.69,,
2.50E-05,695.7,,
-1.89E-03,695.71,,
-4.99E-05,695.72,,
7.80E-04,695.73,,
1.26E-03,695.74,,
-9.03E-04,695.75,,
7.82E-04,695.76,,
7.77E-04,695.77,,
1.58E-03,695.78,,
-2.27E-04,695.79,,
6.46E-04,695.8,,
7.93E-04,695.81,,
8.80E-04,695.82,,
-1.52E-04,695.83,,
9.79E-05,695.84,,
1.34E-04,695.85,,
-8.52E-04,695.86,,
4.88E-04,695.87,,
4.54E-04,695.88,,
4.19E-04,695.89,,
-1.26E-04,695.9,,
-6.78E-04,695.91,,
1.44E-03,695.92,,
3.57E-04,695.93,,
-1.06E-03,695.94,,
-6.98E-04,695.95,,
2.35E-04,695.96,,
-1.39E-04,695.97,,
-8.85E-04,695.98,,
4.64E-04,695.99,,
1.53E-03,696,,
-9.32E-04,696.01,,
8.46E-04,696.02,,
9.39E-04,696.03,,
-9.13E-05,696.04,,
-2.15E-04,696.05,,
-2.62E-04,696.06,,
5.00E-04,696.07,,
-6.08E-04,696.08,,
-2.33E-04,696.09,,
9.93E-04,696.1,,
-2.45E-05,696.11,,
-9.26E-04,696.12,,
-7.00E-06,696.13,,
-1.89E-03,696.14,,
-1.58E-03,696.15,,
-1.15E-03,696.16,,
1.95E-04,696.17,,
1.62E-04,696.18,,
-5.61E-05,696.19,,
1.46E-04,696.2,,
-3.52E-04,696.21,,
-1.50E-04,696.22,,
-1.15E-03,696.23,,
-1.81E-03,696.24,,
-6.20E-04,696.25,,
-7.21E-04,696.26,,
3.21E-04,696.27,,
6.89E-04,696.28,,
-3.17E-05,696.29,,
-1.30E-03,696.3,,
-3.62E-04,696.31,,
6.22E-04,696.32,,
5.40E-04,696.33,,
1.27E-04,696.34,,
2.01E-04,696.35,,
9.99E-05,696.36,,
4.75E-04,696.37,,
4.54E-04,696.38,,
-1.67E-04,696.39,,
-2.44E-04,696.4,,
8.55E-04,696.41,,
2.25E-03,696.42,,
5.95E-04,696.43,,
-4.65E-05,696.44,,
1.87E-04,696.45,,
-7.44E-04,696.46,,
6.00E-04,696.47,,
4.58E-04,696.48,,
1.50E-05,696.49,,
7.69E-04,696.5,,
8.29E-04,696.51,,
2.79E-04,696.52,,
3.20E-04,696.53,,
1.09E-03,696.54,,
-8.65E-04,696.55,,
7.31E-04,696.56,,
1.53E-03,696.57,,
3.86E-05,696.58,,
3.32E-04,696.59,,
2.69E-04,696.6,,
-3.60E-04,696.61,,
-9.45E-04,696.62,,
1.16E-04,696.63,,
-8.44E-04,696.64,,
2.70E-04,696.65,,
-7.56E-04,696.66,,
4.16E-05,696.67,,
-1.26E-03,696.68,,
-3.81E-04,696.69,,
1.41E-03,696.7,,
1.52E-04,696.71,,
-8.91E-04,696.72,,
2.12E-04,696.73,,
3.84E-04,696.74,,
5.59E-04,696.75,,
1.04E-03,696.76,,
6.54E-05,696.77,,
-1.41E-03,696.78,,
-1.94E-03,696.79,,
-1.55E-03,696.8,,
1.19E-03,696.81,,
1.09E-03,696.82,,
3.17E-04,696.83,,
-2.59E-04,696.84,,
2.31E-04,696.85,,
1.02E-03,696.86,,
5.10E-04,696.87,,
-5.34E-04,696.88,,
-5.12E-04,696.89,,
1.86E-04,696.9,,
1.25E-03,696.91,,
5.38E-04,696.92,,
1.45E-04,696.93,,
1.08E-03,696.94,,
2.97E-04,696.95,,
2.34E-04,696.96,,
-8.95E-05,696.97,,
-6.50E-04,696.98,,
-5.68E-04,696.99,,
6.34E-04,697,,
4.94E-04,697.01,,
4.26E-05,697.02,,
7.59E-04,697.03,,
3.77E-05,697.04,,
5.96E-04,697.05,,
-1.21E-04,697.06,,
-6.46E-04,697.07,,
-1.11E-04,697.08,,
4.07E-04,697.09,,
4.76E-04,697.1,,
1.72E-04,697.11,,
6.21E-04,697.12,,
5.97E-04,697.13,,
1.25E-04,697.14,,
-1.31E-03,697.15,,
-6.18E-04,697.16,,
-7.86E-05,697.17,,
1.04E-05,697.18,,
-1.12E-03,697.19,,
-2.35E-03,697.2,,
-7.18E-04,697.21,,
-1.59E-04,697.22,,
-5.35E-04,697.23,,
-3.16E-04,697.24,,
-4.02E-04,697.25,,
4.65E-04,697.26,,
-3.58E-04,697.27,,
-1.31E-03,697.28,,
-4.82E-04,697.29,,
6.75E-05,697.3,,
-2.04E-04,697.31,,
1.15E-03,697.32,,
9.12E-04,697.33,,
-2.85E-05,697.34,,
-8.40E-04,697.35,,
-4.30E-04,697.36,,
2.23E-04,697.37,,
-4.64E-04,697.38,,
7.41E-04,697.39,,
1.03E-03,697.4,,
5.86E-04,697.41,,
1.06E-04,697.42,,
8.02E-04,697.43,,
-2.40E-04,697.44,,
-4.61E-04,697.45,,
-4.99E-05,697.46,,
-4.58E-04,697.47,,
-8.88E-04,697.48,,
-1.23E-03,697.49,,
-1.77E-04,697.5,,
-5.39E-04,697.51,,
-4.26E-04,697.52,,
1.08E-03,697.53,,
-1.55E-04,697.54,,
1.68E-04,697.55,,
1.50E-03,697.56,,
6.13E-04,697.57,,
-2.84E-04,697.58,,
-4.88E-04,697.59,,
-2.77E-04,697.6,,
9.11E-05,697.61,,
3.94E-05,697.62,,
-5.42E-04,697.63,,
-1.46E-05,697.64,,
-9.96E-04,697.65,,
3.63E-04,697.66,,
7.78E-04,697.67,,
3.33E-04,697.68,,
1.43E-03,697.69,,
5.29E-04,697.7,,
6.08E-04,697.71,,
4.12E-04,697.72,,
1.58E-04,697.73,,
4.89E-05,697.74,,
-1.25E-03,697.75,,
-1.01E-03,697.76,,
-1.55E-03,697.77,,
-1.00E-03,697.78,,
-2.22E-04,697.79,,
1.75E-04,697.8,,
-1.33E-04,697.81,,
-1.30E-04,697.82,,
-6.10E-05,697.83,,
6.83E-04,697.84,,
1.22E-03,697.85,,
-1.16E-04,697.86,,
-1.26E-04,697.87,,
9.55E-04,697.88,,
1.30E-03,697.89,,
1.79E-04,697.9,,
-2.71E-05,697.91,,
-2.55E-03,697.92,,
-8.77E-04,697.93,,
1.25E-03,697.94,,
-2.87E-04,697.95,,
8.62E-05,697.96,,
-3.47E-05,697.97,,
-9.76E-04,697.98,,
5.38E-04,697.99,,
4.90E-04,698,,
-5.75E-05,698.01,,
-7.54E-04,698.02,,
-1.23E-03,698.03,,
-1.34E-04,698.04,,
6.20E-04,698.05,,
1.66E-04,698.06,,
-2.71E-04,698.07,,
-3.93E-04,698.08,,
4.87E-04,698.09,,
3.85E-04,698.1,,
1.43E-03,698.11,,
1.75E-03,698.12,,
7.18E-04,698.13,,
5.55E-04,698.14,,
-6.96E-04,698.15,,
1.30E-05,698.16,,
-1.08E-05,698.17,,
-7.76E-04,698.18,,
-8.30E-05,698.19,,
-1.18E-04,698.2,,
-1.35E-03,698.21,,
-8.25E-04,698.22,,
-7.45E-04,698.23,,
-2.68E-04,698.24,,
-1.04E-03,698.25,,
-1.44E-04,698.26,,
-8.67E-05,698.27,,
-1.10E-04,698.28,,
3.17E-04,698.29,,
5.73E-04,698.3,,
-1.91E-04,698.31,,
-3.37E-04,698.32,,
-3.46E-04,698.33,,
-7.33E-04,698.34,,
-1.94E-04,698.35,,
5.84E-04,698.36,,
-1.08E-04,698.37,,
3.45E-04,698.38,,
-2.27E-04,698.39,,
-1.34E-03,698.4,,
-1.05E-03,698.41,,
-1.22E-03,698.42,,
6.06E-04,698.43,,
4.39E-04,698.44,,
-3.46E-04,698.45,,
6.78E-05,698.46,,
-4.32E-04,698.47,,
-4.08E-04,698.48,,
-7.30E-04,698.49,,
-3.78E-04,698.5,,
-6.64E-04,698.51,,
-6.41E-04,698.52,,
7.22E-04,698.53,,
-2.60E-04,698.54,,
-3.26E-04,698.55,,
-9.34E-04,698.56,,
-2.04E-03,698.57,,
-9.55E-04,698.58,,
-1.76E-03,698.59,,
-1.92E-03,698.6,,
-7.04E-04,698.61,,
4.64E-04,698.62,,
1.40E-03,698.63,,
-5.38E-04,698.64,,
-6.09E-04,698.65,,
7.59E-04,698.66,,
2.34E-03,698.67,,
9.29E-04,698.68,,
-6.48E-04,698.69,,
1.52E-03,698.7,,
1.34E-03,698.71,,
1.76E-04,698.72,,
2.29E-05,698.73,,
-6.90E-04,698.74,,
7.68E-04,698.75,,
-8.22E-05,698.76,,
-1.70E-04,698.77,,
3.99E-04,698.78,,
3.90E-04,698.79,,
2.36E-04,698.8,,
5.22E-04,698.81,,
-6.16E-05,698.82,,
-2.69E-04,698.83,,
1.41E-04,698.84,,
2.16E-04,698.85,,
-5.67E-04,698.86,,
3.43E-04,698.87,,
3.04E-04,698.88,,
-1.11E-03,698.89,,
-3.79E-04,698.9,,
4.40E-04,698.91,,
-2.27E-04,698.92,,
2.60E-04,698.93,,
6.59E-04,698.94,,
4.25E-04,698.95,,
-1.20E-04,698.96,,
4.63E-04,698.97,,
-5.54E-04,698.98,,
-1.51E-03,698.99,,
2.53E-04,699,,
4.19E-04,699.01,,
7.71E-04,699.02,,
2.54E-04,699.03,,
4.31E-04,699.04,,
7.08E-04,699.05,,
2.34E-03,699.06,,
-5.35E-04,699.07,,
1.21E-04,699.08,,
1.43E-03,699.09,,
-1.26E-03,699.1,,
-8.85E-04,699.11,,
-6.20E-04,699.12,,
-1.48E-04,699.13,,
3.50E-04,699.14,,
9.03E-04,699.15,,
1.21E-03,699.16,,
3.24E-04,699.17,,
1.03E-03,699.18,,
4.77E-05,699.19,,
-1.32E-03,699.2,,
2.03E-04,699.21,,
-1.09E-03,699.22,,
-4.47E-04,699.23,,
-1.31E-03,699.24,,
-2.80E-04,699.25,,
1.01E-03,699.26,,
-1.31E-04,699.27,,
5.91E-04,699.28,,
3.04E-06,699.29,,
3.45E-04,699.3,,
5.03E-04,699.31,,
-1.93E-05,699.32,,
-9.54E-05,699.33,,
-3.56E-05,699.34,,
9.11E-04,699.35,,
-8.35E-07,699.36,,
-1.53E-04,699.37,,
-8.19E-04,699.38,,
-1.44E-03,699.39,,
1.89E-04,699.4,,
-5.83E-04,699.41,,
4.38E-04,699.42,,
-1.56E-04,699.43,,
-6.59E-04,699.44,,
1.06E-03,699.45,,
5.49E-04,699.46,,
1.10E-04,699.47,,
-5.08E-04,699.48,,
4.03E-05,699.49,,
1.45E-03,699.5,,
9.91E-04,699.51,,
8.92E-04,699.52,,
1.32E-03,699.53,,
-7.64E-04,699.54,,
-1.47E-03,699.55,,
7.81E-04,699.56,,
4.82E-04,699.57,,
7.81E-04,699.58,,
-5.66E-04,699.59,,
-1.02E-04,699.6,,
5.83E-04,699.61,,
5.41E-04,699.62,,
-2.34E-04,699.63,,
-1.32E-03,699.64,,
-7.61E-04,699.65,,
-1.61E-04,699.66,,
-9.09E-04,699.67,,
-1.11E-03,699.68,,
-5.84E-04,699.69,,
1.04E-03,699.7,,
7.38E-05,699.71,,
-1.32E-03,699.72,,
-4.32E-05,699.73,,
-3.49E-04,699.74,,
-1.07E-03,699.75,,
-6.99E-04,699.76,,
-7.34E-04,699.77,,
-6.37E-04,699.78,,
1.32E-03,699.79,,
3.94E-04,699.8,,
-1.59E-03,699.81,,
-6.68E-04,699.82,,
4.15E-06,699.83,,
-2.16E-04,699.84,,
1.08E-03,699.85,,
-9.37E-04,699.86,,
-1.28E-03,699.87,,
-8.27E-04,699.88,,
7.02E-05,699.89,,
7.40E-04,699.9,,
1.27E-03,699.91,,
1.12E-03,699.92,,
1.03E-03,699.93,,
-4.26E-04,699.94,,
-1.10E-03,699.95,,
-1.26E-03,699.96,,
-7.73E-04,699.97,,
3.24E-04,699.98,,
4.16E-04,699.99,,
5.36E-04,700,,
1.46E-03,700.01,,
-4.40E-04,700.02,,
-8.44E-04,700.03,,
5.44E-04,700.04,,
5.52E-04,700.05,,
3.38E-04,700.06,,
3.34E-04,700.07,,
-8.46E-04,700.08,,
-8.65E-04,700.09,,
-2.41E-04,700.1,,
-9.36E-04,700.11,,
-1.04E-03,700.12,,
-3.27E-04,700.13,,
-3.55E-04,700.14,,
-1.13E-04,700.15,,
-2.93E-04,700.16,,
4.77E-04,700.17,,
4.84E-05,700.18,,
-2.53E-04,700.19,,
-5.94E-04,700.2,,
2.74E-04,700.21,,
6.19E-04,700.22,,
2.30E-05,700.23,,
-7.42E-04,700.24,,
8.63E-04,700.25,,
6.38E-04,700.26,,
4.36E-04,700.27,,
4.27E-04,700.28,,
-1.73E-04,700.29,,
9.91E-05,700.3,,
3.00E-06,700.31,,
7.55E-05,700.32,,
6.95E-04,700.33,,
-1.11E-04,700.34,,
-1.66E-04,700.35,,
1.12E-04,700.36,,
-1.21E-03,700.37,,
-1.13E-03,700.38,,
-1.32E-03,700.39,,
